Bezirk Tempelhof-Schˆneberg: Energieverbrauchs¸bersicht bezirklicher Geb‰ude f¸r 2010-2019;;;;;;;;;;;;;;;;
224;Sporthalle Schˆneberg;Sachsendamm 12;10829;Sporthalle mit Anbau;W‰rme;kWh;660.247;602.468;762.323;205.406;325.112;270.573;289.845;282.726;307.989;290.104
224;Sporthalle Schˆneberg;Sachsendamm 12;10829;Sporthalle mit Anbau;Strom;kWh;163.943;146.743;206.704;198.618;188.034;238.339;226.418;186.971;327.264;191.236
199;Dominicus-Sportplatz;Sachsendamm 12 / Priesterweg 2-10;10829;Sportplatz / Sportbetriebsgeb‰ude;W‰rme;kWh;52.587;73.387;53.263;0;0;0;0;0;0;0
199;Dominicus-Sportplatz;Sachsendamm 12 / Priesterweg 2-10;10829;Sportplatz / Sportbetriebsgeb‰ude;Strom;kWh;13.850;12.397;17.463;16.780;15.886;20.136;19.128;15.796;27.648;16.156
225;Jugend-Verkehrsschule;Sachsendamm 25;10829;Bildungsgeb‰ude Allgemein;Strom;kWh;38.939;39.411;20.733;29.238;26.933;27.005;27.344;29.708;33.745;31.934
226;Gartenarbeitsschule und Freilandlabor Tempelhof-Schˆneberg;Sachsendamm 31-34;10829;Sanit‰rgeb‰ude;W‰rme;kWh;10.716;9.799;9.411;9.918;12.108;11.550;16.355;15.427;15.929;15.504
226;Gartenarbeitsschule und Freilandlabor Tempelhof-Schˆneberg;Sachsendamm 31-34;10829;Sanit‰rgeb‰ude;Strom;kWh;403;404;310;443;433;431;437;530;521;526
227;Gartenarbeitsschule und Freilandlabor Tempelhof-Schˆneberg;Sachsendamm 31-34;10829;Schulgeb‰ude;W‰rme;kWh;62.316;56.980;54.725;57.676;70.407;67.163;95.107;89.712;92.630;90.161
227;Gartenarbeitsschule und Freilandlabor Tempelhof-Schˆneberg;Sachsendamm 31-34;10829;Schulgeb‰ude;Strom;kWh;2.344;2.350;1.801;2.575;2.516;2.508;2.540;3.082;3.027;3.056
228;Gartenarbeitsschule und Freilandlabor Tempelhof-Schˆneberg;Sachsendamm 31-34;10829;Verwaltungsgeb‰ude;W‰rme;kWh;39.450;36.072;34.644;36.513;44.572;42.518;60.209;56.793;58.641;57.078
228;Gartenarbeitsschule und Freilandlabor Tempelhof-Schˆneberg;Sachsendamm 31-34;10829;Verwaltungsgeb‰ude;Strom;kWh;1.484;1.488;1.140;1.630;1.593;1.588;1.608;1.951;1.916;1.935
229;Gartenarbeitsschule und Freilandlabor Tempelhof-Schˆneberg;Sachsendamm 31-34;10829;Lehmhaus;Strom;kWh;1.815;1.819;1.394;1.994;1.948;1.941;1.967;2.386;2.343;2.366
230;Gartenarbeitsschule und Freilandlabor Tempelhof-Schˆneberg;Sachsendamm 31-34;10829;Gew‰chshaus;Strom;kWh;3.592;3.601;2.759;3.946;3.855;3.843;3.893;4.722;4.638;4.684
327;Sameiskystraﬂe - Straﬂen- und Wegebeleuchtung;Sameiskystraﬂe 1;12277;Gr¸nfl‰che / Beleuchtung;Strom;kWh;901;901;901;901;901;901;901;901;901;901
232;Schule auf dem Tempelhofer Feld;Schulenburgring 7-11;12101;Schulgeb‰ude;W‰rme;kWh;792.841;772.913;738.079;800.641;792.515;780.750;853.077;772.513;961.067;750.168
232;Schule auf dem Tempelhofer Feld;Schulenburgring 7-11;12101;Schulgeb‰ude;Strom;kWh;85.439;103.633;66.172;66.241;61.707;63.021;63.365;62.578;70.276;72.397
234;Schule auf dem Tempelhofer Feld;Schulenburgring 7-11;12101;Sporthalle;W‰rme;kWh;0;43.856;79.836;76.032;88.233;88.579;87.277;91.240;110.970;72.485
234;Schule auf dem Tempelhofer Feld;Schulenburgring 7-11;12101;Sporthalle;Strom;kWh;21.714;26.337;16.817;16.834;15.682;16.016;16.104;15.904;17.860;18.399
235;Schule auf dem Tempelhofer Feld;Schulenburgring 7-11;12101;Mobile Klassen;W‰rme;kWh;128.790;125.553;119.894;130.057;128.737;126.826;138.575;125.488;156.117;121.858
235;Schule auf dem Tempelhofer Feld;Schulenburgring 7-11;12101;Mobile Klassen;Strom;kWh;13.879;16.834;10.749;10.760;10.024;10.237;10.293;10.165;11.416;11.760
328;Schw‰bische Straﬂe - Straﬂen- und Wegebeleuchtung;Schw‰bische Straﬂe 11;10781;Gr¸nfl‰che / Beleuchtung;Strom;kWh;1.317;1.317;1.317;1.317;1.317;1.317;1.317;1.317;1.317;1.317
237;Rheingau-Schule;Schwalbacher Straﬂe 3-4;12161;Schulgeb‰ude mit Sporthalle;W‰rme;kWh;794.828;728.125;701.750;718.246;685.227;674.599;757.097;824.515;825.901;836.976
237;Rheingau-Schule;Schwalbacher Straﬂe 3-4;12161;Schulgeb‰ude mit Sporthalle;Strom;kWh;99.481;99.115;99.094;100.075;106.307;111.341;111.750;108.050;93.300;89.950
329;Schwechtenstraﬂe - Wegebeleuchtung;Schwechtenstraﬂe 1;12277;Gr¸nfl‰che / Beleuchtung;Strom;kWh;894;7.352;1.293;366;365;548;1.383;197;0;0
239;Erziehungs- und Familienberatungsstelle;Sponholzstraﬂe 15;12159;Verwaltungsgeb‰ude;W‰rme;kWh;185.078;194.889;183.129;193.377;185.238;186.030;195.151;200.397;215.960;234.811
239;Erziehungs- und Familienberatungsstelle;Sponholzstraﬂe 15;12159;Verwaltungsgeb‰ude;Strom;kWh;41.308;41.617;39.196;42.437;42.871;42.708;41.973;41.509;44.463;42.139
240;Kita Friedenauer Strolche;Sponholzstraﬂe 16;12159;Kindertagesst‰tte;W‰rme;kWh;300.711;316.651;297.543;314.195;300.970;302.257;317.077;325.601;350.887;381.516
240;Kita Friedenauer Strolche;Sponholzstraﬂe 16;12159;Kindertagesst‰tte;Strom;kWh;67.117;67.619;63.686;68.950;69.655;69.392;68.197;67.443;72.242;68.466
241;Neumark-Schule;Steinmetzstraﬂe 46-50;10783;Mobile Klassen;W‰rme;kWh;81.971;79.937;73.173;84.210;82.054;79.063;81.881;85.834;89.338;77.854
241;Neumark-Schule;Steinmetzstraﬂe 46-50;10783;Mobile Klassen;Strom;kWh;7.573;6.650;7.602;7.270;7.236;7.461;8.316;8.585;8.381;9.155
242;Neumark-Schule;Steinmetzstraﬂe 46-50;10783;Sporthalle;W‰rme;kWh;135.804;124.714;120.833;149.789;106.482;110.143;124.565;123.509;135.133;129.666
242;Neumark-Schule;Steinmetzstraﬂe 46-50;10783;Sporthalle;Strom;kWh;17.993;15.802;18.062;17.274;17.192;17.727;19.758;20.397;19.914;21.752
243;Neumark-Schule;Steinmetzstraﬂe 46-50;10783;Schulgeb‰ude;W‰rme;kWh;421.241;386.842;374.803;464.621;330.290;341.645;386.380;383.103;419.160;402.203
243;Neumark-Schule;Steinmetzstraﬂe 46-50;10783;Schulgeb‰ude;Strom;kWh;55.813;49.014;56.026;53.582;53.326;54.987;61.286;63.268;61.768;67.470
244;Seniorenfreizeitst‰tte - Stierstraﬂe;Stierstraﬂe 20a;12159;Seniorenfreizeiteinrichtung;W‰rme;kWh;92.279;96.538;97.008;100.989;97.137;97.673;98.860;98.871;100.336;100.234
244;Seniorenfreizeitst‰tte - Stierstraﬂe;Stierstraﬂe 20a;12159;Seniorenfreizeiteinrichtung;Strom;kWh;20.840;15.442;19.115;18.595;15.628;14.525;14.526;14.447;13.775;13.708
245;Sozialamt;Strelitzstraﬂe 15-17;12105;Dienstgeb‰ude;W‰rme;kWh;366.449;367.936;363.527;373.448;393.176;386.075;348.099;327.458;341.643;354.672
245;Sozialamt;Strelitzstraﬂe 15-17;12105;Dienstgeb‰ude;Strom;kWh;88.144;85.596;92.073;92.690;92.692;90.302;88.000;81.800;78.600;81.650
246;Friedhof 3;Stubenrauchstraﬂe 43-45;12161;Urnenhalle;W‰rme;kWh;30.083;28.620;23.364;30.953;30.358;32.081;37.360;38.594;38.616;36.326
246;Friedhof 3;Stubenrauchstraﬂe 43-45;12161;Urnenhalle;Strom;kWh;11.043;2.611;2.866;15.148;14.421;15.218;7.510;7.510;46.086;7.885
247;Friedhof 3;Stubenrauchstraﬂe 43-45;12161;Kapelle;W‰rme;kWh;16.830;16.012;13.072;17.317;16.984;17.948;20.902;21.592;21.605;20.323
247;Friedhof 3;Stubenrauchstraﬂe 43-45;12161;Kapelle;Strom;kWh;941;1.029;1.034;3.771;2.456;3.066;2.956;2.778;2.762;3.140
330;Wittenbergplatz - Beleuchtung;Tauentzienstraﬂe 1;10789;Gr¸nfl‰che / Beleuchtung;Strom;kWh;0;0;1.436;3.523;3.554;3.531;348;344;234;238
331;Mannsparkplatz - Wegebeleuchtung;Tempelhofer Damm 163;12099;Gr¸nfl‰che / Beleuchtung;Strom;kWh;2.655;2.490;2.504;2.483;2.525;3.245;2.320;2.680;2.350;2.750
248;Rathaus Tempelhof;Tempelhofer Damm 165/169;12099;Dienstgeb‰ude (Altbau);W‰rme;kWh;1.460.805;1.458.380;1.212.286;1.652.106;1.620.029;1.950.793;1.796.219;1.814.133;1.796.765;1.686.625
248;Rathaus Tempelhof;Tempelhofer Damm 165/169;12099;Dienstgeb‰ude (Altbau);Strom;kWh;410.642;398.190;397.276;422.501;403.204;408.883;417.493;397.358;405.672;384.912
249;Rathaus Tempelhof;Tempelhofer Damm 165/169;12099;Dienstgeb‰ude (Neubau);W‰rme;kWh;415.663;466.388;430.504;370.073;91.052;0;0;0;0;0
249;Rathaus Tempelhof;Tempelhofer Damm 165/169;12099;Dienstgeb‰ude (Neubau);Strom;kWh;74.420;72.163;71.998;76.569;73.072;74.101;75.661;72.013;73.519;69.757
250;Rathaus Tempelhof;Tempelhofer Damm 171/173;12099;Dienstgeb‰ude (Postgeb‰ude);W‰rme;kWh;201.458;201.124;167.185;227.840;223.416;269.032;247.715;250.185;247.790;232.601
250;Rathaus Tempelhof;Tempelhofer Damm 171/173;12099;Dienstgeb‰ude (Postgeb‰ude);Strom;kWh;56.631;54.914;54.788;58.267;55.605;56.389;57.576;54.799;55.946;53.083
251;Sportplatz - Tempelhofer Weg;Tempelhofer Weg 62;10829;Umkleidegeb‰ude;W‰rme;kWh;61.317;59.201;57.892;62.597;62.235;71.270;71.592;72.694;59.490;59.216
251;Sportplatz - Tempelhofer Weg;Tempelhofer Weg 62;10829;Umkleidegeb‰ude;Strom;kWh;11.900;1.014;1.016;1.399;1.296;1.422;84.720;8.959;15.542;11.823
252;Teske-Schule;Tempelhofer Weg 62;10829;Schulgeb‰ude;W‰rme;kWh;736.145;757.043;653.600;696.419;545.767;732.768;896.281;848.953;758.062;889.882
252;Teske-Schule;Tempelhofer Weg 62;10829;Schulgeb‰ude;Strom;kWh;75.388;70.511;80.702;56.843;63.821;163.099;257.062;100.707;75.178;79.674
332;Markt - Tirschenreuther Ring;Tirschenreuther Ring 40;12279;Markt;Strom;kWh;2.793;2.792;2.360;928;792;2.309;0;0;0;0
253;Gustav-Heinemann-Schule;Tirschenreuther Ring 48;12279;Sporthalle;W‰rme;kWh;379.154;384.473;280.098;273.660;286.929;271.234;264.465;241.200;537.927;508.969
253;Gustav-Heinemann-Schule;Tirschenreuther Ring 48;12279;Sporthalle;Strom;kWh;148.580;149.110;135.051;136.068;140.957;140.814;137.168;127.963;120.411;129.453
260;Jugendfreizeiteinrichtung - haus of fun;Tirschenreuther Ring 67;12279;Jugendfreizeiteinrichtung;W‰rme;kWh;142.191;141.079;134.267;130.185;127.322;152.300;140.549;165.527;173.770;162.786
260;Jugendfreizeiteinrichtung - haus of fun;Tirschenreuther Ring 67;12279;Jugendfreizeiteinrichtung;Strom;kWh;13.108;13.106;14.718;11.542;11.269;23.326;12.955;12.187;12.239;14.736
261;Marienfelder-Schule;Tirschenreuther Ring 69;12279;Schulgeb‰ude;W‰rme;kWh;796.969;790.735;752.556;729.675;713.629;853.630;787.763;927.768;973.969;912.404
261;Marienfelder-Schule;Tirschenreuther Ring 69;12279;Schulgeb‰ude;Strom;kWh;44.622;39.953;48.830;40.160;41.613;47.682;51.586;83.740;49.417;83.653
263;Marienfelder-Schule;Tirschenreuther Ring 69;12279;Kindertagesst‰tte;W‰rme;kWh;32.548;32.293;30.734;29.800;29.144;34.862;32.172;37.890;39.777;37.262
263;Marienfelder-Schule;Tirschenreuther Ring 69;12279;Kindertagesst‰tte;Strom;kWh;1.822;1.632;1.994;1.640;1.699;1.947;2.107;3.420;2.018;3.416
264;Marienfelder-Schule;Tirschenreuther Ring 69;12279;Sporthalle;W‰rme;kWh;213.279;211.611;201.393;195.270;190.976;228.442;210.815;248.282;260.646;244.171
264;Marienfelder-Schule;Tirschenreuther Ring 69;12279;Sporthalle;Strom;kWh;11.941;10.692;13.068;10.747;11.136;12.760;13.805;22.410;13.225;22.387
265;Marienfelder-Schule;Tirschenreuther Ring 69;12279;Volkshochschule;W‰rme;kWh;34.653;34.382;32.722;31.727;31.029;37.117;34.253;40.340;42.349;39.672
265;Marienfelder-Schule;Tirschenreuther Ring 69;12279;Volkshochschule;Strom;kWh;1.940;1.737;2.123;1.746;1.809;2.073;2.243;3.641;2.149;3.637
333;Viktoria-Luise-Platz - Wegebeleuchtung;Viktoria-Luise-Platz 3;10777;Gr¸nfl‰che / Beleuchtung;Strom;kWh;4.119;4.119;4.119;4.119;4.119;4.119;4.119;4.119;4.119;4.119
334;Viktoria-Luise-Platz - Springbrunnen;Viktoria-Luise-Platz 4;10777;Brunnen;Strom;kWh;47.399;33.196;37.987;26.815;28.855;43.871;34.140;33.015;28.494;26.181
267;Sportanlage - Vorarlberger Damm;Vorarlberger Damm 33;12157;Umkleidegeb‰ude;W‰rme;kWh;237.458;256.486;260.641;232.692;341.429;313.648;279.845;292.006;295.635;278.965
267;Sportanlage - Vorarlberger Damm;Vorarlberger Damm 33;12157;Umkleidegeb‰ude;Strom;kWh;60.861;64.293;91.248;87.814;220.990;125.982;117.205;166.529;136.902;130.615
266;Tennisplatz - Vorarlberger Damm;Vorarlberger Damm 37;12157;Umkleidegeb‰ude;W‰rme;kWh;50.751;54.817;55.705;49.732;72.972;67.034;59.810;62.409;63.184;59.622
266;Tennisplatz - Vorarlberger Damm;Vorarlberger Damm 37;12157;Umkleidegeb‰ude;Strom;kWh;13.007;13.741;19.502;18.768;47.231;26.925;25.050;35.591;29.259;27.916
335;Wochenmarkt - Waldsassener Straﬂe;Waldsassener Str. 47;12279;Markt;Strom;kWh;0;0;0;0;0;1.082;1.641;1.407;1.340;1.631
254;Gustav-Heinemann-Schule;Waldsassener Straﬂe 62;12279;Schulgeb‰ude (Haus 5);W‰rme;kWh;234.355;250.987;234.118;225.727;229.069;223.147;260.588;250.172;285.253;282.661
254;Gustav-Heinemann-Schule;Waldsassener Straﬂe 62;12279;Schulgeb‰ude (Haus 5);Strom;kWh;43.045;43.396;44.845;43.489;42.695;42.394;41.777;42.991;39.824;42.963
255;Gustav-Heinemann-Schule;Waldsassener Straﬂe 62;12279;Schulgeb‰ude (Haus 1);W‰rme;kWh;273.103;292.485;272.827;263.048;266.943;260.042;303.673;291.535;332.416;329.396
255;Gustav-Heinemann-Schule;Waldsassener Straﬂe 62;12279;Schulgeb‰ude (Haus 1);Strom;kWh;50.162;50.571;52.260;50.679;49.754;49.403;48.684;50.099;46.409;50.067
256;Gustav-Heinemann-Schule;Waldsassener Straﬂe 62;12279;Schulgeb‰ude (Haus 4);W‰rme;kWh;138.109;147.911;137.970;133.025;134.994;131.504;153.569;147.431;168.104;166.577
256;Gustav-Heinemann-Schule;Waldsassener Straﬂe 62;12279;Schulgeb‰ude (Haus 4);Strom;kWh;25.367;25.574;26.428;25.629;25.161;24.984;24.620;25.335;23.469;25.319
257;Gustav-Heinemann-Schule;Waldsassener Straﬂe 62;12279;Schulgeb‰ude (Haus 3);W‰rme;kWh;220.072;235.691;219.850;211.970;215.109;209.548;244.707;234.926;267.869;265.435
257;Gustav-Heinemann-Schule;Waldsassener Straﬂe 62;12279;Schulgeb‰ude (Haus 3);Strom;kWh;40.422;40.751;42.112;40.838;40.093;39.810;39.231;40.371;37.397;40.345
258;Gustav-Heinemann-Schule;Waldsassener Straﬂe 62;12279;Schulgeb‰ude (Haus 2);W‰rme;kWh;220.230;235.860;220.007;212.122;215.263;209.698;244.882;235.094;268.060;265.625
258;Gustav-Heinemann-Schule;Waldsassener Straﬂe 62;12279;Schulgeb‰ude (Haus 2);Strom;kWh;40.451;40.780;42.142;40.868;40.122;39.839;39.259;40.400;37.424;40.374
259;Gustav-Heinemann-Schule;Waldsassener Straﬂe 62;12279;Schulgeb‰ude (Haus 6);W‰rme;kWh;278.086;297.822;277.805;267.848;271.814;264.787;309.214;296.855;338.482;335.406
259;Gustav-Heinemann-Schule;Waldsassener Straﬂe 62;12279;Schulgeb‰ude (Haus 6);Strom;kWh;51.077;51.494;53.213;51.604;50.662;50.305;49.572;51.013;47.256;50.980
268;Finow-Schule;Welser Straﬂe 16-22;10777;Schulgeb‰ude;W‰rme;kWh;270.067;242.050;259.556;265.872;237.901;304.070;274.760;274.081;287.501;285.988
268;Finow-Schule;Welser Straﬂe 16-22;10777;Schulgeb‰ude;Strom;kWh;129.814;127.714;129.990;123.750;117.098;114.178;114.787;118.040;112.049;117.454
269;Finow-Schule;Welser Straﬂe 16-22;10777;Hortgeb‰ude;W‰rme;kWh;84.869;76.065;81.566;83.551;74.761;95.555;86.344;86.131;90.348;89.873
269;Finow-Schule;Welser Straﬂe 16-22;10777;Hortgeb‰ude;Strom;kWh;42.386;41.700;42.444;40.406;38.234;37.281;37.480;38.542;36.586;38.350
270;Finow-Schule;Welser Straﬂe 16-22;10777;Sporthalle;W‰rme;kWh;458.820;596.662;685.583;535.054;481.050;418.975;450.056;528.705;526.431;533.743
270;Finow-Schule;Welser Straﬂe 16-22;10777;Sporthalle;Strom;kWh;57.687;56.753;57.765;54.992;52.036;50.738;51.009;52.454;49.792;52.194
271;Gesundheitsamt 4;Welser Straﬂe 21-23;10777;Dienstgeb‰ude;W‰rme;kWh;124.725;104.770;108.215;107.457;123.443;106.567;103.917;106.058;105.275;105.074
271;Gesundheitsamt 4;Welser Straﬂe 21-23;10777;Dienstgeb‰ude;Strom;kWh;13.771;24.352;20.071;21.032;21.564;21.180;22.818;23.539;21.337;24.085
272;Tennisplatz - Westphalweg;Westphalweg 8/14;12109;Sportplatz / Sportbetriebsgeb‰ude;W‰rme;kWh;117.160;133.757;89.934;97.388;110.896;105.503;107.210;115.378;100.739;104.056
272;Tennisplatz - Westphalweg;Westphalweg 8/14;12109;Sportplatz / Sportbetriebsgeb‰ude;Strom;kWh;10.372;10.382;25.717;15.759;13.208;13.441;10.503;13.058;10.921;9.896
273;Schule im Taunusviertel;Wiesbadener Straﬂe 20;12309;Sporthalle;W‰rme;kWh;205.271;208.084;197.578;209.945;169.873;214.926;235.434;238.497;260.441;270.978
273;Schule im Taunusviertel;Wiesbadener Straﬂe 20;12309;Sporthalle;Strom;kWh;31.161;29.306;31.338;31.113;31.368;34.239;36.330;36.311;36.123;32.978
274;Schule im Taunusviertel;Wiesbadener Straﬂe 20;12309;Schulgeb‰ude;W‰rme;kWh;318.596;322.962;306.657;325.852;263.657;333.582;365.411;370.166;404.225;420.579
274;Schule im Taunusviertel;Wiesbadener Straﬂe 20;12309;Schulgeb‰ude;Strom;kWh;48.364;45.485;48.638;48.290;48.686;53.142;56.387;56.358;56.065;51.184
275;Schule im Taunusviertel;Wiesbadener Straﬂe 20;12309;Pavillon;W‰rme;kWh;21.093;21.382;20.303;21.573;17.456;22.085;24.192;24.507;26.762;27.845
275;Schule im Taunusviertel;Wiesbadener Straﬂe 20;12309;Pavillon;Strom;kWh;3.202;3.011;3.220;3.197;3.223;3.518;3.733;3.731;3.712;3.389
338;Gartenrevier - Wilhelm-v-Siemens-Straﬂe;Wilhelm-v-Siemens-Straﬂe 25;12277;Gr¸nfl‰che / Beleuchtung;Strom;kWh;523;0;0;0;0;0;0;0;0;0
337;Markt - Winterfeldplatz;Winterfeldtplatz;10781;Markt;Strom;kWh;54.244;52.274;52.885;54.172;53.750;52.073;52.050;45.100;44.100;45.450
278;Seniorenwohnheim - Winterfeldtstraﬂe;Winterfeldtstraﬂe 30;10781;Seniorenwohnheim;W‰rme;kWh;335.242;472.107;259.551;0;239.109;225.158;235.009;246.173;251.752;243.659
278;Seniorenwohnheim - Winterfeldtstraﬂe;Winterfeldtstraﬂe 30;10781;Seniorenwohnheim;Strom;kWh;15.054;15.269;14.574;13.639;13.794;12.582;11.328;10.353;10.473;10.728
279;Sch‰tzelberg-Schule;Wolfsburger Weg 13-19;12109;Hortgeb‰ude;W‰rme;kWh;56.541;79.560;86.787;75.663;76.876;81.742;79.883;80.115;83.666;80.886
279;Sch‰tzelberg-Schule;Wolfsburger Weg 13-19;12109;Hortgeb‰ude;Strom;kWh;10.071;9.134;8.762;9.711;10.516;11.818;11.359;11.394;11.227;11.382
280;Sch‰tzelberg-Schule;Wolfsburger Weg 13-19;12109;Schulgeb‰ude;W‰rme;kWh;282.495;397.504;433.610;378.035;384.093;408.406;399.119;400.275;418.017;404.129
280;Sch‰tzelberg-Schule;Wolfsburger Weg 13-19;12109;Schulgeb‰ude;Strom;kWh;50.319;45.636;43.779;48.520;52.539;59.047;56.751;56.929;56.096;56.867
281;Sch‰tzelberg-Schule;Wolfsburger Weg 13-19;12109;Sporthalle;W‰rme;kWh;70.236;98.831;107.808;93.990;95.496;101.541;99.232;99.520;103.931;100.478
281;Sch‰tzelberg-Schule;Wolfsburger Weg 13-19;12109;Sporthalle;Strom;kWh;12.511;11.346;10.885;12.063;13.063;14.681;14.110;14.154;13.947;14.139
